Year,Industry,Average Call Duration (min),Hold Time (sec),Abandonment Rate (%),ASA (sec),ACW (sec),Sentiment Score,CSAT (%),Churn Rate (%),First Call Resolution (FCR %),Average Waiting Time (AWT sec),Average Handle Time (AHT min),Call Transfer Rate (%)
2022,Technology,3.49,6.63,8.98,6.42,54.29,0.84,86.8,5.77,89.72,30.72,6.19,2.19
2024,Retail,4.22,6.03,5.82,14.02,82.59,0.39,91.97,9.79,90.37,33.19,8.45,2.67
2021,Finance,3.1,3.52,8.32,6.93,80.8,0.31,79.05,12.68,81.31,39.39,7.37,5.01
2021,Finance,4.86,6.17,7.09,6.35,47.66,0.26,95.24,6.11,85.46,56.52,5.42,1.94
2022,Healthcare,6.67,6.46,6.6,14.11,30.0,0.39,81.22,12.25,74.44,30.25,10.67,8.48
2023,Transportation,3.46,4.94,5.5,9.38,68.91,0.99,75.85,5.93,71.04,52.7,6.09,9.85
2023,Technology,6.41,6.67,9.12,10.15,88.92,0.89,98.89,14.13,70.67,50.45,10.57,7.43
2024,Retail,3.08,3.77,6.36,13.06,68.82,0.28,79.58,6.49,82.78,28.61,6.79,5.66
2024,Telecommunications,4.2,3.43,6.26,7.12,50.87,0.47,73.09,11.71,90.18,55.56,9.54,2.66
2024,Healthcare,6.32,4.18,5.31,12.15,48.47,0.61,81.76,11.36,70.89,56.94,9.9,8.81
2022,Finance,3.84,4.32,7.39,5.49,76.87,0.74,87.29,9.45,93.29,31.52,5.52,4.58
2023,Finance,4.57,5.12,8.33,10.65,69.52,0.76,71.44,14.51,72.33,23.89,7.58,8.2
2023,Technology,6.4,4.54,8.35,8.06,52.56,0.96,74.62,11.67,81.17,38.21,5.91,4.13
2024,Technology,6.45,5.95,8.21,14.96,42.59,0.22,99.68,13.41,86.89,58.84,7.06,4.76
2024,Technology,3.45,5.41,5.51,8.66,62.63,0.01,98.12,6.98,89.64,27.48,10.2,7.03
2022,Technology,5.71,4.94,6.1,14.58,30.11,0.6,72.82,11.05,83.54,23.27,8.98,9.5
2023,Finance,4.21,4.04,9.23,12.78,80.57,0.35,93.99,6.83,77.76,38.47,10.36,3.56
2021,Healthcare,3.03,3.25,5.79,12.21,47.55,0.46,79.34,12.06,89.13,46.64,11.84,5.9
2021,Retail,5.74,5.21,8.27,12.29,78.01,0.32,94.99,8.98,79.9,42.32,7.99,3.08
2021,Technology,4.14,3.55,9.07,8.89,35.12,0.43,83.44,11.65,72.61,46.59,9.73,5.31
2021,Transportation,6.27,5.08,8.24,9.27,34.18,0.4,99.43,11.02,89.14,27.68,5.16,6.12
2022,Healthcare,3.76,5.02,6.67,5.55,79.04,0.83,80.57,7.21,91.89,42.12,5.59,4.28
2023,Healthcare,6.16,5.69,8.5,11.94,55.8,0.62,96.63,12.55,80.41,34.08,10.07,6.5
2024,Finance,3.51,6.09,8.95,11.43,86.37,0.57,80.19,12.21,92.06,59.18,7.67,9.23
2024,Finance,6.67,3.2,9.67,6.06,56.87,0.25,78.12,13.59,77.04,25.01,9.86,9.76
2022,Finance,3.1,4.28,6.37,11.0,34.02,0.27,89.08,7.72,92.13,48.54,8.21,1.39
2024,Technology,3.41,5.44,5.49,5.84,88.11,0.66,72.79,8.33,83.78,20.06,9.13,1.79
2023,Retail,6.42,4.61,6.15,5.91,35.91,0.52,85.81,7.53,77.91,39.63,7.46,8.03
2022,Technology,4.48,6.74,7.24,6.49,46.45,0.68,94.5,6.61,77.79,32.02,9.75,7.14
2021,Telecommunications,4.48,5.69,5.3,13.62,36.96,0.57,73.21,6.35,80.49,59.88,7.9,3.34
2022,Technology,5.72,6.36,9.42,11.43,68.61,0.02,95.79,14.22,89.76,46.14,9.58,9.16
2024,Technology,5.79,3.81,7.09,14.58,54.06,0.53,89.69,10.45,92.45,56.53,8.18,7.2
2022,Finance,5.52,5.92,9.55,8.45,32.12,0.98,97.02,5.56,88.2,39.42,7.07,9.24
2024,Healthcare,3.03,4.88,8.71,5.84,33.13,0.95,83.78,6.38,92.24,33.3,10.51,1.88
2022,Transportation,6.99,4.34,5.57,8.72,78.94,0.31,77.7,7.63,86.33,33.04,5.3,3.25
2023,Healthcare,3.7,3.31,8.5,10.27,31.23,0.01,87.67,13.84,83.46,55.42,6.64,1.58
2021,Finance,4.8,4.69,8.47,11.95,71.16,0.08,96.14,12.04,70.75,59.12,5.29,3.74
2023,Healthcare,3.11,5.68,7.99,9.85,49.38,0.01,90.15,10.85,83.17,32.76,9.58,9.77
2021,Finance,4.61,3.16,9.73,9.09,38.1,0.45,85.54,9.98,91.74,24.49,10.48,8.57
2021,Telecommunications,6.92,6.28,5.76,8.52,88.79,0.32,97.17,12.25,74.74,58.75,9.58,5.36
2022,Technology,6.96,6.69,8.75,9.76,56.99,0.82,77.44,11.72,76.41,46.11,6.68,3.87
2021,Retail,6.61,6.96,7.83,9.92,50.61,0.52,96.88,5.21,76.38,22.09,9.07,9.36
2024,Retail,3.1,6.34,5.52,8.9,72.97,0.19,79.71,7.52,77.17,50.94,7.32,2.09
2023,Transportation,6.87,4.94,8.01,10.62,79.49,0.58,99.36,13.93,86.52,43.98,10.84,1.87
2024,Healthcare,6.34,5.63,6.11,12.93,77.98,0.52,80.73,5.49,73.15,21.03,7.57,2.27
2024,Healthcare,6.83,4.07,8.1,13.48,51.23,0.95,81.92,10.63,70.97,41.8,5.74,5.31
2022,Technology,5.18,3.28,9.21,11.89,80.74,0.85,96.56,5.77,71.88,29.08,9.06,2.91
2022,Technology,4.99,6.59,5.96,13.57,51.57,0.88,91.51,13.37,93.64,40.02,11.63,6.27
2024,Retail,6.68,6.58,9.15,8.91,55.91,0.87,93.04,8.38,88.72,47.3,7.82,3.57
2023,Technology,6.2,6.83,8.41,14.37,74.29,0.92,83.37,7.05,85.89,57.19,7.17,7.84
2022,Telecommunications,6.19,3.92,6.28,12.83,74.83,0.54,84.93,13.19,75.66,51.15,6.16,5.72
2023,Transportation,3.03,3.33,5.38,8.27,69.62,0.89,85.59,5.18,94.8,49.05,7.38,5.37
2023,Finance,6.12,3.15,7.15,6.51,59.0,0.14,79.24,14.99,76.24,28.63,5.7,4.13
2024,Telecommunications,5.46,3.32,6.12,10.44,55.74,0.84,73.53,10.95,88.77,22.8,11.59,6.0
2021,Telecommunications,4.54,4.56,5.95,13.91,54.66,0.87,79.65,12.67,85.99,25.94,9.19,3.68
2024,Telecommunications,4.83,6.98,6.62,11.51,65.43,0.05,74.73,7.21,93.3,59.62,10.46,2.66
2021,Retail,6.25,5.78,5.56,9.16,57.18,0.21,83.5,11.93,73.35,49.21,6.02,6.92
2022,Technology,3.02,6.79,8.34,5.06,65.01,0.07,86.13,6.76,81.21,22.06,10.8,6.05
2023,Healthcare,4.69,3.29,5.26,14.25,43.31,0.28,89.13,12.99,80.39,42.61,11.67,7.34
2022,Telecommunications,6.71,6.08,7.63,7.43,74.32,0.53,71.29,7.42,75.96,54.91,10.87,9.6
2023,Healthcare,3.5,5.08,6.05,10.86,79.62,0.54,88.99,5.01,72.45,51.63,10.01,9.48
2021,Transportation,4.11,3.97,6.99,13.58,61.99,0.35,89.11,10.46,81.16,30.25,7.78,9.75
2021,Finance,4.26,4.8,8.08,8.08,67.38,0.65,86.84,13.78,73.57,39.43,5.89,3.78
2023,Technology,4.24,5.45,5.06,7.97,41.88,0.88,87.46,10.81,89.6,53.1,7.19,9.13
2021,Finance,6.27,6.01,5.34,8.39,57.76,0.91,70.45,13.89,74.76,31.03,6.08,7.03
2022,Retail,5.14,5.11,6.95,9.22,38.24,0.9,86.67,12.43,88.25,48.59,6.64,6.82
2023,Transportation,6.48,3.99,5.14,14.71,75.27,0.78,86.89,5.1,74.32,25.65,11.69,5.99
2023,Technology,4.91,4.08,6.45,7.06,33.12,0.17,78.82,7.59,94.89,25.44,7.67,2.29
2022,Transportation,4.65,3.02,5.05,7.06,47.08,0.91,84.21,14.63,88.86,55.55,11.73,8.79
2022,Technology,5.43,5.33,9.02,13.36,51.91,0.18,99.94,12.08,78.25,50.84,7.51,8.11
2023,Finance,4.84,6.92,6.87,5.47,70.14,0.06,94.32,14.94,88.4,23.72,9.83,7.49
2023,Finance,4.61,6.44,6.16,11.23,49.37,0.82,90.83,5.3,87.09,46.0,9.1,2.57
2023,Healthcare,3.66,4.67,6.89,14.83,73.46,0.54,82.96,10.69,70.19,49.21,5.85,8.93
2024,Finance,6.82,4.3,7.0,5.72,78.08,0.02,86.75,12.78,81.82,50.33,7.37,8.64
2024,Finance,4.11,5.31,7.63,8.73,59.11,0.29,88.77,10.7,75.01,21.79,5.19,8.64
2022,Technology,3.86,5.52,7.83,12.94,56.04,0.61,79.85,12.33,77.4,52.61,7.16,1.82
2024,Finance,5.67,3.72,7.42,6.41,80.39,0.96,87.13,13.11,81.44,47.94,9.96,3.62
2023,Transportation,4.13,4.41,7.14,11.13,82.15,0.21,99.05,7.78,74.17,46.8,6.14,2.68
2024,Transportation,4.61,6.89,8.98,7.86,47.87,0.79,86.04,14.87,87.21,24.08,9.03,9.02
2024,Finance,3.7,6.93,6.79,8.91,48.47,0.36,78.75,6.75,92.65,50.38,7.46,6.69
2024,Healthcare,5.56,5.07,7.73,9.49,50.91,0.01,76.42,13.54,88.04,22.85,7.74,4.67
2024,Technology,4.33,5.61,6.16,7.52,62.74,0.11,86.46,14.45,75.59,54.86,6.4,7.56
2023,Technology,3.09,3.73,6.75,7.41,74.29,0.87,78.39,7.18,70.08,47.76,5.59,2.66
2022,Transportation,6.9,6.67,6.8,5.06,70.19,0.8,78.74,8.88,94.53,38.51,8.29,4.06
2023,Retail,3.94,5.18,8.49,9.67,89.4,0.29,86.17,12.62,90.95,32.13,7.71,3.94
2024,Transportation,3.07,6.66,5.92,13.63,69.8,0.36,91.49,14.73,80.7,58.97,9.54,8.51
2022,Technology,4.39,3.81,7.86,7.23,37.46,0.74,88.19,14.0,93.38,30.19,8.54,3.56
2022,Finance,3.16,4.04,7.22,12.09,32.36,0.06,74.11,14.34,78.55,59.81,11.42,8.98
2021,Retail,6.4,5.6,8.65,8.14,68.77,0.66,96.4,11.65,83.03,37.41,5.74,8.99
2022,Finance,4.94,6.64,8.12,14.1,35.64,0.08,78.66,9.02,88.32,50.88,11.32,8.57
2022,Technology,5.43,5.29,5.51,7.61,40.26,0.25,95.95,5.91,85.01,25.79,11.55,7.41
2022,Telecommunications,5.92,3.9,6.67,8.21,34.73,0.17,79.89,5.73,94.29,37.62,11.85,4.36
2024,Transportation,5.3,3.27,9.71,12.63,80.73,0.06,81.87,7.78,70.84,25.24,7.87,5.49
2022,Transportation,4.73,3.38,6.54,14.39,73.6,0.14,97.74,12.54,82.5,50.16,7.14,7.5
2021,Technology,6.68,4.21,5.7,12.96,79.78,0.95,91.66,9.63,91.18,32.99,7.18,8.89
2024,Retail,6.37,4.26,8.34,14.79,89.42,0.29,79.32,7.94,79.98,31.84,5.23,2.22
2024,Technology,5.74,5.08,7.75,10.7,66.17,0.86,73.65,11.96,84.41,28.4,9.6,7.88
2021,Technology,4.71,5.01,9.33,6.14,89.29,0.51,82.62,8.04,92.93,51.76,7.21,3.01
2024,Transportation,3.41,6.17,6.46,12.92,83.08,0.94,77.94,6.01,71.96,27.98,7.62,6.5
2021,Finance,3.96,3.27,9.14,14.93,42.1,0.58,98.24,7.76,88.93,50.14,11.3,2.54
2021,Technology,3.63,4.07,6.99,5.87,51.48,0.82,79.47,9.81,89.41,28.47,7.51,7.98
2021,Retail,3.84,6.65,6.37,12.73,34.94,0.94,94.16,14.02,73.97,29.28,5.61,9.39
2024,Healthcare,3.45,3.43,8.98,9.99,54.03,0.45,90.01,14.76,80.05,20.98,9.51,2.21
2024,Retail,5.4,4.42,7.04,9.47,66.81,0.55,91.69,12.97,80.49,58.99,9.75,3.29
2022,Healthcare,4.84,6.43,6.39,10.31,52.41,0.18,98.61,6.29,86.55,55.6,5.54,5.37
2021,Transportation,6.77,5.28,5.75,5.23,75.28,0.69,77.61,11.02,85.16,58.87,5.98,8.2
2024,Healthcare,4.33,5.76,5.27,7.65,56.46,0.81,78.93,14.75,72.71,47.77,6.74,4.85
2024,Telecommunications,3.45,4.56,8.5,14.66,47.83,0.07,81.07,11.43,81.8,22.59,10.46,2.2
2023,Transportation,5.52,5.72,6.43,11.57,69.77,0.46,85.63,8.52,83.98,41.8,9.33,2.93
2023,Retail,3.15,4.71,5.49,14.63,88.13,0.14,86.21,5.68,81.82,48.78,7.81,9.12
2024,Retail,5.45,6.19,9.95,7.44,51.32,0.69,95.18,7.22,80.8,21.78,8.13,3.4
2023,Technology,4.36,5.68,8.01,6.23,37.59,0.51,79.82,9.3,89.25,52.69,11.8,6.33
2021,Technology,5.32,4.13,8.78,13.23,68.39,0.78,88.32,7.33,77.54,49.09,8.4,2.16
2023,Transportation,4.88,3.89,6.16,13.36,30.56,0.99,78.47,12.11,76.04,35.99,7.01,5.02
2023,Retail,4.56,6.73,7.65,12.37,32.24,0.64,75.5,5.06,89.68,40.15,9.81,8.96
2021,Retail,6.09,3.04,7.42,13.47,76.03,0.37,81.37,5.54,71.03,25.58,6.07,9.7
2023,Telecommunications,5.47,6.48,9.84,13.62,63.75,0.36,88.25,8.75,82.5,45.37,6.12,9.51
2023,Healthcare,6.88,4.48,8.13,9.73,47.82,0.91,99.72,7.53,93.02,26.2,7.25,3.04
2024,Finance,4.62,6.95,5.33,13.72,63.24,0.13,76.4,6.64,70.47,32.36,11.72,5.19
2022,Telecommunications,4.52,5.81,5.66,13.31,75.82,0.89,81.62,9.89,74.34,57.46,6.44,1.28
2024,Transportation,5.41,4.86,6.14,9.85,53.18,0.53,72.83,11.57,87.35,33.66,8.65,8.57
2021,Telecommunications,6.27,4.36,8.68,15.0,53.17,0.51,75.27,11.34,85.72,58.02,5.48,7.7
2022,Transportation,3.78,5.9,6.4,12.58,30.67,0.92,81.95,10.5,92.61,33.23,6.59,2.52
2021,Retail,5.75,5.89,5.31,13.19,87.78,0.04,86.2,7.77,72.58,38.95,6.85,6.44
2021,Transportation,6.24,4.39,9.56,8.84,30.55,0.09,75.93,10.52,87.35,24.14,7.09,7.9
2024,Retail,5.98,5.55,8.6,10.64,86.55,0.18,76.67,13.05,71.53,47.43,6.82,4.24
2021,Retail,6.95,3.26,8.59,11.64,70.92,0.2,86.57,6.53,91.91,41.72,6.63,2.43
2023,Technology,4.5,4.15,7.8,11.94,63.27,0.01,84.17,7.93,88.12,53.84,10.81,4.93
2023,Telecommunications,6.79,4.87,8.89,7.65,63.81,0.76,91.75,11.69,90.07,58.8,11.41,4.37
2022,Transportation,5.88,4.31,6.68,12.19,85.78,0.68,91.79,5.7,93.76,47.44,7.07,8.95
2021,Healthcare,5.0,4.41,9.7,6.53,47.54,0.83,72.86,10.7,82.46,54.55,5.67,9.27
2024,Healthcare,3.27,5.42,5.52,9.05,62.2,0.21,70.97,8.37,83.13,21.19,11.26,3.62
2022,Healthcare,6.7,6.09,7.58,7.87,60.05,0.54,74.77,13.98,91.77,29.47,8.15,3.21
2023,Telecommunications,3.44,4.79,9.42,8.27,40.18,0.7,85.52,8.24,70.52,56.74,7.74,9.05
2024,Telecommunications,6.46,6.09,5.68,7.47,52.55,0.17,81.03,11.9,74.23,32.82,8.31,5.92
2024,Transportation,4.74,6.13,9.57,10.75,41.99,0.5,86.13,10.42,80.82,41.55,6.75,5.34
2022,Healthcare,3.13,5.44,7.04,12.03,52.18,0.27,98.99,11.37,90.09,56.25,9.24,3.69
2024,Retail,4.09,4.87,8.22,11.5,31.49,0.25,75.87,10.99,76.26,57.45,7.0,5.29
2022,Retail,4.0,5.98,8.95,9.01,63.18,0.8,99.82,9.04,83.13,28.03,8.4,7.79
2022,Technology,3.05,5.95,9.44,11.36,82.54,0.69,73.63,6.38,80.01,25.89,10.69,8.13
2021,Telecommunications,4.49,5.94,9.77,9.49,84.36,0.26,73.74,7.68,83.55,25.56,11.47,5.78
2022,Retail,5.04,3.21,8.68,6.83,79.17,0.63,90.75,12.07,74.18,39.03,8.21,6.48
2023,Transportation,3.84,3.13,6.88,10.87,50.78,0.77,83.08,14.21,79.88,29.29,11.3,9.78
2024,Finance,4.1,6.8,9.11,5.82,60.47,0.84,98.86,9.66,85.4,54.83,8.18,6.68
2023,Finance,6.13,5.85,8.24,14.87,86.57,0.62,90.02,7.81,75.11,53.87,11.28,2.71
2022,Telecommunications,4.55,3.05,9.47,13.46,83.24,0.77,92.47,14.81,94.4,51.15,11.14,8.29
2021,Retail,4.66,3.2,8.69,10.78,38.42,0.75,88.04,8.55,82.23,38.9,11.14,4.79
2021,Telecommunications,3.08,6.9,8.68,10.28,71.25,0.76,72.98,10.4,87.88,29.65,11.87,1.46
2024,Finance,3.14,4.31,5.48,12.71,78.59,0.73,88.01,13.61,76.32,31.5,9.85,8.95
2021,Retail,3.79,4.01,7.49,9.66,49.02,0.02,75.76,11.06,79.84,45.82,11.94,6.79
2024,Finance,5.83,4.74,7.03,8.6,39.87,0.17,98.15,5.52,87.25,45.49,5.61,9.96
2021,Healthcare,4.44,4.79,9.62,12.44,43.93,0.71,84.28,10.95,80.41,48.89,11.52,8.95
2021,Finance,4.78,4.65,6.9,5.97,76.19,0.83,76.62,8.62,92.23,46.25,6.15,3.92
2023,Finance,4.37,3.61,7.41,6.1,75.59,0.38,75.6,5.36,83.3,25.75,8.31,2.89
2024,Transportation,4.26,4.06,9.66,7.5,83.89,0.76,81.26,9.93,70.58,39.79,7.43,4.71
2021,Telecommunications,5.97,6.51,9.44,10.19,71.13,0.44,72.89,12.62,77.6,54.98,11.14,9.55
2021,Telecommunications,6.14,4.78,6.33,8.2,54.81,0.12,73.42,6.62,79.94,32.5,7.44,8.09
2023,Finance,5.88,6.42,5.99,12.37,69.56,0.36,76.3,14.78,79.94,28.83,10.57,1.38
2021,Retail,4.36,3.47,8.89,12.6,65.06,0.35,84.41,6.62,82.18,32.77,9.99,1.91
2024,Telecommunications,3.25,6.67,6.11,6.96,67.42,0.16,79.22,12.18,76.23,49.51,6.82,3.27
2022,Finance,4.62,5.52,9.24,8.01,42.19,0.48,96.91,12.12,85.44,43.34,7.32,2.69
2023,Transportation,6.07,6.89,5.97,7.6,62.68,0.69,88.55,14.25,92.95,24.75,9.11,5.08
2022,Finance,6.89,5.63,9.78,11.82,66.96,0.51,74.51,5.38,85.18,39.27,11.03,3.1
2023,Telecommunications,4.16,6.66,9.77,14.83,85.5,0.63,79.92,12.3,77.08,39.61,9.27,4.39
2022,Telecommunications,4.84,5.99,7.82,6.06,64.45,0.97,95.29,8.05,91.47,26.34,7.01,8.5
2023,Retail,3.82,5.87,9.44,7.68,33.0,0.49,78.18,7.37,91.21,23.24,8.42,6.05
2024,Transportation,3.19,5.1,9.98,8.35,41.41,0.08,96.75,6.08,91.0,49.05,5.91,2.34
2021,Finance,6.63,3.91,6.59,5.46,58.53,0.48,72.63,5.57,81.79,28.54,8.49,3.63
2023,Technology,3.57,5.32,6.73,10.01,84.0,0.27,98.38,12.72,72.6,56.11,5.46,1.19
2023,Finance,5.91,3.96,7.49,11.52,86.93,0.18,71.01,9.55,75.07,52.22,5.74,8.15
2023,Transportation,5.81,3.61,6.63,7.68,88.82,0.71,85.61,5.66,83.0,54.38,11.98,6.3
2021,Finance,6.6,5.75,7.03,10.16,52.66,0.2,85.28,6.45,81.67,41.19,5.33,2.55
2022,Retail,4.31,5.5,6.53,6.98,64.04,0.53,75.54,8.53,72.64,46.13,8.63,5.1
2023,Healthcare,6.15,6.41,7.15,8.81,73.45,0.3,71.77,8.55,78.84,37.9,5.6,3.5
2024,Retail,4.88,5.0,6.47,10.56,46.04,0.99,80.12,5.32,82.44,43.81,8.41,9.27
2022,Retail,5.33,3.38,8.05,11.92,60.91,0.9,82.76,14.85,88.84,59.5,8.26,2.58
2024,Transportation,3.39,6.44,7.84,11.67,36.45,0.71,72.79,8.09,87.54,32.86,8.97,1.24
2024,Technology,6.46,6.81,5.58,14.79,63.64,0.36,70.63,8.74,90.77,34.19,8.75,2.12
2024,Transportation,6.4,3.69,7.53,9.25,74.53,0.77,72.33,13.42,72.08,49.99,11.84,8.34
2021,Healthcare,3.84,5.07,7.61,8.36,77.41,0.52,84.43,8.88,82.41,46.75,5.92,4.33
2021,Finance,5.11,6.61,8.45,12.89,57.97,0.5,84.84,10.74,90.65,54.13,5.03,5.93
2024,Retail,3.59,6.92,8.77,9.41,55.73,0.67,82.55,12.74,91.97,32.06,8.92,4.54
2022,Transportation,4.28,5.47,6.96,13.11,59.94,0.55,85.54,14.06,75.37,39.65,11.2,8.0
2024,Transportation,3.87,6.56,8.0,11.21,74.47,0.94,98.09,10.38,89.28,54.79,8.98,2.67
2023,Retail,3.48,6.83,6.77,13.26,52.42,0.18,92.68,11.06,77.23,57.77,6.06,3.6
2022,Technology,6.15,4.55,7.56,5.37,73.17,0.77,81.31,13.33,74.67,42.1,7.02,7.28
2022,Technology,4.08,4.16,7.72,5.51,30.78,0.96,84.06,14.05,80.62,27.67,9.82,1.91
2022,Retail,4.86,3.02,9.1,11.47,32.7,0.69,71.23,10.47,77.24,39.43,7.66,7.25
2022,Transportation,6.16,4.85,6.23,11.89,76.47,0.3,79.42,10.55,80.43,45.81,9.66,1.43
2021,Retail,4.97,3.05,9.59,12.28,82.53,0.17,72.52,11.63,90.89,27.13,6.34,8.48
2022,Technology,3.09,3.61,6.79,12.38,88.37,0.37,79.61,13.94,84.51,51.13,8.84,6.93
2021,Technology,3.56,3.89,6.43,5.63,49.21,0.8,99.61,6.94,72.23,26.2,9.63,7.82
2023,Telecommunications,4.76,4.0,7.47,10.07,88.52,0.44,84.33,6.6,93.72,38.4,7.65,8.11
2022,Finance,3.71,5.24,6.69,11.5,50.42,0.67,98.78,6.72,71.32,32.86,9.77,3.95
2023,Retail,3.49,6.08,7.38,12.41,64.07,0.17,93.97,6.09,71.2,40.15,5.16,2.49
2023,Transportation,3.46,4.6,6.04,10.31,45.46,0.01,81.83,7.5,88.85,35.2,6.81,9.98
2022,Finance,4.46,4.94,5.54,10.1,46.65,0.98,90.88,11.09,84.69,52.42,10.66,4.88
2022,Finance,6.16,4.34,6.04,12.69,68.34,0.47,88.59,5.84,78.36,55.87,9.2,5.86
2021,Telecommunications,5.22,3.77,7.47,8.19,72.36,0.49,74.1,6.92,80.18,21.72,6.89,1.34
2022,Technology,3.05,4.64,6.73,10.54,72.09,0.47,87.45,7.64,77.02,27.49,6.75,5.03
2021,Healthcare,5.83,4.41,5.26,7.1,82.63,0.86,89.64,5.62,86.89,36.4,6.55,9.61
2022,Retail,6.78,5.48,8.19,14.38,53.32,0.25,73.17,14.23,72.41,43.95,10.67,1.12
2023,Transportation,5.74,3.63,9.79,10.37,80.01,0.66,90.08,13.86,82.65,50.96,9.6,1.34
2021,Transportation,5.47,6.94,7.6,7.62,65.36,0.39,79.77,10.07,82.92,33.95,7.54,4.52
2023,Healthcare,4.99,6.66,5.38,5.56,67.77,0.82,79.52,11.03,75.59,38.61,6.56,3.47
2022,Technology,3.9,4.62,9.43,6.9,65.31,0.13,91.3,9.99,84.72,31.84,9.34,9.57
2021,Finance,6.23,4.52,8.99,13.59,49.71,0.58,79.02,13.5,87.53,43.23,11.07,1.28
2024,Transportation,6.32,4.16,6.83,8.58,39.57,0.69,78.25,5.36,83.86,33.28,8.83,5.26
2021,Healthcare,6.6,3.86,6.28,11.0,66.98,0.89,70.81,11.28,78.13,45.3,6.03,6.75
2021,Transportation,6.01,3.93,7.82,12.01,53.21,0.21,84.81,13.31,70.73,52.07,11.51,9.35
2023,Technology,3.26,4.23,6.3,7.59,57.21,0.54,78.07,14.04,74.43,53.46,10.92,4.63
2023,Finance,6.25,5.69,9.9,8.87,76.02,0.87,76.91,14.75,71.75,38.59,6.66,5.76
2022,Retail,6.03,3.96,9.79,9.35,53.47,0.72,79.47,9.36,75.08,32.83,11.95,3.38
2024,Finance,3.61,5.76,7.98,11.71,70.37,0.18,70.57,5.96,90.44,40.78,10.77,2.03
2023,Finance,4.75,5.96,8.19,8.28,46.63,0.45,75.89,14.03,88.83,26.15,7.56,1.45
2021,Transportation,3.6,5.14,5.88,10.46,51.51,0.63,86.29,6.11,76.55,54.82,9.02,6.86
2024,Retail,3.55,5.18,5.73,14.22,30.42,0.72,83.04,11.94,72.03,33.52,10.48,2.08
2021,Retail,5.95,6.99,9.25,14.72,66.61,0.84,78.89,10.21,86.74,26.16,9.82,6.38
2021,Transportation,6.11,3.17,8.98,5.39,44.66,0.59,96.24,5.8,79.25,27.63,7.7,3.45
2023,Telecommunications,6.47,3.24,7.95,8.92,72.96,0.28,93.58,9.58,91.38,32.3,6.36,9.33
2021,Finance,5.84,5.42,8.25,13.13,86.56,0.28,84.57,5.65,73.12,54.3,6.99,9.12
2022,Technology,5.64,6.58,8.45,11.56,59.93,0.95,72.42,5.68,84.84,40.67,5.71,1.58
2021,Retail,6.77,6.87,7.41,12.27,36.2,0.96,89.43,6.52,84.14,49.74,8.0,9.84
2021,Transportation,4.33,3.98,5.21,11.96,50.34,0.61,95.3,11.08,83.33,40.11,10.55,6.11
2022,Telecommunications,3.48,6.46,7.29,13.4,43.0,0.41,75.68,11.63,84.33,36.81,7.54,7.31
2022,Transportation,4.44,5.92,6.62,11.33,79.38,0.68,79.98,9.52,88.41,25.16,5.51,2.94
2021,Retail,6.16,5.0,9.54,13.2,63.18,0.72,82.42,12.78,79.36,24.84,7.54,2.53
2022,Healthcare,5.01,3.82,6.74,14.69,58.83,0.14,98.56,6.74,94.0,55.93,9.0,5.44
2021,Telecommunications,6.03,5.74,5.08,9.92,34.37,0.89,91.24,5.55,92.27,29.55,6.45,6.57
2022,Telecommunications,5.33,3.69,5.32,7.04,37.35,0.7,89.48,5.09,86.99,30.34,6.52,6.3
2022,Transportation,5.38,5.5,6.82,10.97,42.01,0.42,75.81,14.92,71.41,23.88,5.41,6.86
2024,Telecommunications,6.66,6.69,5.9,13.96,68.72,0.7,94.81,7.68,92.55,41.04,5.21,2.76
2023,Retail,6.67,4.97,6.43,7.67,86.35,0.53,93.23,12.46,73.46,56.81,8.42,6.37
2021,Transportation,3.1,3.15,8.69,6.79,66.3,0.55,73.21,14.71,72.89,40.24,6.95,1.86
2024,Finance,6.29,4.25,7.99,9.28,53.85,1.0,84.27,7.51,72.35,40.15,11.52,8.7
2021,Telecommunications,5.31,4.02,9.61,13.21,60.54,0.46,70.71,11.74,70.08,46.21,7.86,2.67
2023,Technology,5.61,6.6,7.55,9.98,81.11,0.21,72.07,14.74,89.39,50.06,5.11,1.28
2024,Technology,5.68,5.12,5.79,11.13,54.81,0.38,83.1,11.02,74.23,30.13,11.18,2.14
2022,Retail,3.67,3.11,7.05,13.82,80.32,0.01,73.32,11.06,88.64,37.38,11.04,4.82
2024,Finance,5.61,5.83,7.27,13.4,74.49,0.97,90.61,10.5,90.24,45.58,9.17,5.68
2022,Finance,6.98,6.76,5.24,7.54,68.86,0.86,72.6,14.99,91.1,56.34,10.47,5.65
2024,Telecommunications,5.57,3.36,8.85,6.13,84.51,0.82,92.37,5.15,80.89,34.26,10.41,1.48
2021,Retail,4.39,3.75,6.99,9.21,69.48,0.22,81.77,6.4,87.71,44.37,7.09,3.28
2024,Telecommunications,4.62,5.14,5.13,7.8,59.03,0.23,79.44,9.49,75.2,37.76,6.82,4.58
2024,Transportation,4.6,6.88,9.21,14.92,44.53,0.19,74.36,7.57,70.14,56.95,11.98,9.01
2021,Healthcare,5.2,3.6,8.8,6.28,71.85,0.2,91.08,10.7,93.12,40.84,11.81,2.15
2021,Telecommunications,5.98,3.3,7.94,6.14,67.08,0.06,76.42,12.27,91.06,53.69,9.97,7.15
2024,Telecommunications,5.84,3.59,6.83,5.98,44.38,0.46,83.95,6.98,81.04,45.92,5.11,1.9
